USSales,YearReleased,Sequel,ReRelease,Usedprice,ReviewScore,Lifecycle,MaxPlayers,Online,licensed,Handheld,Accessory,LtdEdition,Multiplatform
0.11,2006,1,0,17.95,61,0,2,0,1,0,0,0,1
0.11,2006,0,0,17.95,57,2,1,0,1,1,0,0,1
0.11,2006,1,0,17.95,72,2,1,1,1,1,0,0,1
0.11,2006,0,1,17.95,76,2,1,0,1,1,0,0,0
0.11,2006,0,1,16.95,82,2,1,0,0,1,0,0,0
0.11,2006,1,0,6.95,70,1,1,0,1,0,0,0,1
0.1,2006,1,0,14.95,61,1,2,0,0,0,0,0,1
0.1,2006,0,0,9.95,69,2,1,0,0,1,0,0,0
0.1,2006,0,1,17.95,71,2,1,0,0,1,0,0,0
0.1,2006,0,0,14.95,50,2,1,0,1,1,0,0,1
0.1,2006,1,0,14.95,69,2,1,0,1,1,0,0,0
0.1,2006,1,0,16.95,70,2,1,1,1,1,0,0,1
0.1,2006,1,0,17.95,53,1,1,0,1,0,0,0,0
0.1,2006,1,0,17.95,48,1,1,0,1,0,0,0,0
0.09,2006,1,0,19.95,65,0,2,1,0,0,0,0,1
0.09,2006,0,0,12.95,48,1,2,0,1,0,0,0,1
0.09,2006,0,0,14.95,68,2,1,1,0,1,0,0,0
0.09,2006,0,0,17.95,68,2,1,0,0,1,0,0,0
0.09,2006,1,0,17.95,79,2,1,0,1,1,0,0,0
0.09,2006,1,0,24.95,66,2,1,0,1,1,0,0,1
0.09,2006,0,0,16.95,45,0,1,0,1,0,0,0,1
0.09,2006,0,0,16.95,73,1,1,0,0,0,0,0,1
0.09,2006,0,0,19.95,39,1,1,0,0,0,0,0,0
0.09,2006,1,0,24.95,64,1,1,1,0,0,0,0,1
0.09,2006,0,0,14.95,64,1,1,0,0,0,0,0,0
0.08,2006,1,0,11.95,80,1,6,1,0,0,0,0,1
0.08,2006,0,0,17.95,69,0,2,0,0,0,0,0,0
0.08,2006,0,0,14.95,60,2,1,0,1,1,0,0,0
0.08,2006,0,0,27.95,49,2,1,0,1,1,0,0,0
0.08,2006,0,0,17.95,43,2,1,0,1,1,0,0,1
0.08,2006,1,0,17.95,67,2,1,0,0,1,0,0,0
0.08,2006,0,1,14.95,74,2,1,1,0,1,0,0,0
0.07,2006,0,1,14.95,56,2,4,1,0,1,0,0,0
0.07,2006,0,0,17.95,49,0,4,0,1,0,0,0,1
0.07,2006,1,0,14.95,52,1,4,1,0,0,0,0,1
0.07,2006,0,0,17.95,65,0,2,0,1,0,0,0,1
0.07,2006,1,0,16.95,38,0,2,0,0,0,0,0,0
0.07,2006,0,0,17.95,54,1,2,1,1,0,0,0,0
0.07,2006,0,0,14.95,73,2,1,1,0,1,0,0,0
0.07,2006,0,0,17.95,66,2,1,0,1,1,0,0,1
0.07,2006,0,0,14.95,60,2,1,0,0,1,0,0,0
0.07,2006,1,0,17.95,58,2,1,1,1,1,0,0,1
0.07,2006,1,0,17.95,61,2,1,0,0,1,0,0,0
0.07,2006,0,1,12.95,67,2,1,1,0,1,0,0,0
0.07,2006,0,0,17.95,68,2,1,0,0,1,0,0,0
0.07,2006,0,0,17.95,64,2,1,1,0,1,0,0,0
0.07,2006,1,0,14.95,63,2,1,0,0,1,0,0,1
0.07,2006,1,0,17.95,66,0,1,0,1,0,0,0,0
0.06,2006,1,0,17.95,62,1,4,1,0,0,0,0,0
0.06,2006,0,0,16.95,72,2,1,0,1,1,0,0,1
0.06,2006,0,0,10.95,57,2,1,0,0,1,0,0,0
0.06,2006,0,0,16.95,60,2,1,1,0,1,0,0,0
0.06,2006,0,0,11.95,74,2,1,1,0,1,0,0,0
0.06,2006,0,1,17.95,72,2,1,0,0,1,0,0,0
0.06,2006,0,0,14.95,44,2,1,0,1,1,0,0,1
0.06,2006,0,0,14.95,59,1,1,0,1,0,0,0,1
0.06,2006,0,0,16.95,55,1,1,0,0,0,0,0,0
0.05,2006,0,1,17.95,75,2,4,1,0,1,0,0,0
0.05,2006,1,0,14.95,68,2,2,1,0,1,0,0,1
0.05,2006,0,0,12.95,48,2,1,0,1,1,0,0,1
0.05,2006,0,0,14.95,55,2,1,0,1,1,0,0,0
0.05,2006,1,0,14.95,60,2,1,0,0,1,0,0,0
0.05,2006,0,0,12.95,70,2,1,0,0,1,0,0,0
0.05,2006,0,0,7.95,34,2,1,0,1,1,0,0,1
0.05,2006,1,0,17.95,58,2,1,0,0,1,0,0,1
0.05,2006,1,0,17.95,64,2,1,0,0,1,0,0,1
0.05,2006,0,0,12.95,78,2,1,1,0,1,0,0,1
0.05,2006,0,0,19.95,67,2,1,1,1,1,0,0,1
0.05,2006,0,0,17.95,76,2,1,0,1,1,0,0,1
0.05,2006,1,0,24.95,56,2,1,1,0,1,0,0,1
0.05,2006,1,0,16.95,64,2,1,0,0,1,0,0,0
0.05,2006,0,0,24.95,46,0,1,0,1,0,0,0,0
0.04,2006,1,0,24.95,78,2,1,1,0,1,0,0,0
0.04,2006,0,0,13.95,47,2,1,0,1,1,0,0,0
0.04,2006,0,1,17.95,66,2,1,0,0,1,0,0,0
0.04,2006,0,0,8.95,70,2,1,0,0,1,0,0,1
0.04,2006,0,0,17.95,63,2,1,0,1,1,0,0,1
0.04,2006,0,0,14.95,50,2,1,0,0,1,0,0,0
0.04,2006,1,0,17.95,52,2,1,1,1,1,0,0,0
0.04,2006,1,0,22.95,80,2,1,1,0,1,0,0,0
0.04,2006,0,1,17.95,76,2,1,0,0,1,0,0,0
0.04,2006,1,0,17.95,63,2,1,0,0,1,0,0,0
0.04,2006,0,0,17.95,51,2,1,0,0,1,0,0,1
0.04,2006,1,0,12.95,34,1,1,0,0,0,0,0,0
0.03,2006,0,1,16.95,61,2,2,1,0,1,0,0,0
0.03,2006,0,0,19.95,47,0,2,0,0,0,0,0,0
0.03,2006,0,0,17.95,69,1,2,0,0,0,0,0,0
0.03,2006,0,0,12.95,60,1,2,1,0,0,0,0,0
0.03,2006,1,0,12.95,66,2,1,0,1,1,0,0,0
0.03,2006,0,0,16.95,48,2,1,0,0,1,0,0,0
0.03,2006,0,0,17.95,50,2,1,0,0,1,0,0,1
0.03,2006,0,0,14.95,57,2,1,1,0,1,0,0,0
0.03,2006,0,0,17.95,63,2,1,1,0,1,0,0,0
0.03,2006,0,1,12.95,47,2,1,0,0,1,0,0,0
0.03,2006,0,0,32.95,69,2,1,0,1,1,0,0,1
0.03,2006,1,0,17.95,82,2,1,1,1,1,0,0,1
0.03,2006,0,0,16.95,63,2,1,0,0,1,0,0,1
0.03,2006,0,0,7.95,41,2,1,0,1,1,0,0,0
0.03,2006,0,0,17.95,55,2,1,1,1,1,0,0,0
0.02,2006,0,0,12.95,60,2,2,1,0,1,0,0,0
0.02,2006,0,0,14.95,46,2,1,0,0,1,0,0,0
0.02,2006,0,0,19.95,60,2,1,0,0,1,0,0,0
0.02,2006,0,0,19.95,63,2,1,0,0,1,0,0,0
0.02,2006,1,0,14.95,37,2,1,0,0,1,0,0,0
0.02,2006,0,0,14.95,70,2,1,0,0,1,0,0,0
0.02,2006,0,0,17.95,78,2,1,0,0,1,0,0,0
0.02,2006,0,0,17.95,54,2,1,0,0,1,0,0,0
0.02,2006,1,0,9.95,51,2,1,0,0,1,0,0,0
0.02,2006,0,0,17.95,64,2,1,1,1,1,0,0,1
0.01,2006,1,0,17.95,61,2,2,1,1,1,0,0,1
0.01,2006,0,0,14.95,59,2,2,1,0,1,0,0,0
0.01,2006,1,0,17.95,74,2,1,1,0,1,0,0,0
0.01,2006,0,0,13.95,55,2,1,0,0,1,0,0,0
0.01,2006,0,0,13.95,78,2,1,0,0,1,0,0,0
0.01,2006,0,0,12.95,39,2,1,0,0,1,0,0,0
0.01,2006,1,0,6.95,58,2,1,0,1,1,0,0,0
9.6,2007,0,0,24.95,80,1,1,0,0,0,0,0,0
8.03,2007,1,0,24.95,94,2,4,1,0,0,0,0,0
5.77,2007,1,0,29.95,94,2,4,1,0,0,0,0,1
4.94,2007,1,0,39.95,97,1,2,0,0,0,0,0,0
4.34,2007,1,0,27.95,72,3,1,0,0,1,0,0,0
3.84,2007,1,0,39.95,62,1,4,0,0,0,0,0,0
3.28,2007,1,0,12.95,85,2,2,1,0,0,0,0,1
3.2,2007,0,0,14.95,68,1,1,0,0,0,0,0,0
3.19,2007,1,0,49.95,86,1,2,1,0,0,0,0,1
3.17,2007,0,0,16.95,81,2,1,0,0,0,0,0,1
3.03,2007,1,0,17.95,80,1,2,0,1,0,0,0,1
2.91,2007,1,0,24.95,94,1,4,1,0,0,0,0,1
2.74,2007,0,0,29.95,67,1,4,0,1,0,0,0,1
2.66,2007,1,0,17.95,80,3,1,0,1,1,0,0,1
2.48,2007,1,0,12.95,90,2,2,1,1,0,0,0,0
2.32,2007,1,0,9.95,85,2,4,1,1,0,0,0,1
2.04,2007,1,0,17.95,92,2,2,0,0,0,0,0,1
2.02,2007,0,0,14.95,92,2,4,1,0,0,0,0,1
1.92,2007,1,0,24.95,90,3,1,1,0,1,0,0,0
1.91,2007,1,0,15.95,59,3,1,0,0,1,0,0,0
1.91,2007,1,0,24.95,59,3,1,1,0,1,0,0,0
1.77,2007,0,0,17.95,81,1,1,0,0,0,0,0,1
1.76,2007,0,0,24.95,88,1,1,0,0,0,0,0,0
1.57,2007,0,0,17.95,91,2,1,0,0,0,0,0,0
1.56,2007,1,0,17.95,70,3,1,0,0,1,0,0,0
1.52,2007,0,0,16.95,96,2,1,0,0,0,0,0,1
1.5,2007,1,0,29.95,85,1,1,0,0,0,0,0,0
1.49,2007,0,0,14.95,25,1,4,0,0,0,0,0,0
1.47,2007,1,0,14.95,85,3,1,1,0,1,0,0,1
1.45,2007,1,0,17.95,73,1,4,0,0,0,0,0,0
1.43,2007,1,0,32.95,83,1,2,0,0,0,1,0,1
1.38,2007,1,0,14.95,61,1,2,0,0,0,0,0,0
1.31,2007,1,0,24.95,80,1,2,1,0,0,0,0,0
1.26,2007,0,0,23.95,85,3,1,0,0,1,0,0,0
1.24,2007,1,1,16.95,91,1,1,0,0,0,0,0,0
1.2,2007,1,0,17.95,93,1,1,0,0,0,0,0,1
1.17,2007,0,0,17.95,67,3,1,0,1,1,0,0,0
1.17,2007,0,0,17.95,66,3,1,0,1,1,0,0,0
1.16,2007,1,0,19.95,64,1,6,0,1,0,0,0,0
1.16,2007,0,0,24.95,63,3,1,1,0,1,0,0,0
1.13,2007,0,0,10.95,66,3,1,0,1,1,0,0,0
1.1,2007,0,0,19.95,68,1,8,0,0,0,0,0,0
1.1,2007,1,0,16.95,72,2,2,1,1,0,0,0,1
1.1,2007,0,0,11.95,20,3,1,0,1,1,0,0,0
1.09,2007,1,0,17.95,80,2,2,1,1,0,0,0,1
1.08,2007,1,0,16.95,69,1,4,0,0,0,0,0,0
1.06,2007,1,1,17.95,96,2,1,1,0,0,0,0,0
1.02,2007,0,0,14.95,83,2,1,1,0,0,0,0,0
1.01,2007,0,0,14.95,92,1,4,1,0,0,0,0,1
1,2007,1,0,17.95,72,1,4,0,1,0,0,0,1
0.96,2007,1,0,12.95,71,2,4,1,0,0,0,0,1
0.94,2007,1,0,9.95,81,1,4,1,1,0,0,0,1
0.94,2007,0,0,19.95,75,3,1,0,0,1,0,0,1
0.94,2007,0,0,17.95,68,1,1,0,0,0,0,0,0
0.93,2007,1,0,29.95,79,1,4,0,0,0,0,0,0
0.93,2007,1,0,16.95,73,3,1,0,0,1,0,0,0
0.91,2007,1,0,17.95,59,3,1,0,0,1,0,0,0
0.91,2007,1,0,19.95,90,1,1,0,0,0,0,0,0
0.89,2007,0,0,9.95,33,1,4,0,1,0,0,0,0
0.89,2007,1,0,14.95,86,2,1,1,1,0,0,0,1
0.86,2007,1,0,12.95,76,1,4,0,1,0,0,0,1
0.86,2007,1,0,22.95,89,1,1,0,0,0,0,0,0
0.85,2007,1,0,17.95,80,1,2,1,1,0,0,0,1
0.84,2007,1,0,17.95,67,1,4,0,0,0,0,0,1
0.83,2007,1,0,9.95,81,2,1,0,0,0,0,0,1
0.8,2007,0,1,17.95,67,3,1,0,0,1,0,0,1
0.75,2007,1,0,16.95,73,1,2,1,1,0,0,0,1
0.75,2007,0,0,16.95,57,1,2,0,0,0,0,0,1
0.75,2007,0,0,17.95,73,3,1,0,0,1,0,0,0
0.72,2007,0,0,17.95,66,1,4,0,0,0,0,0,1
0.7,2007,1,0,9.95,79,2,2,1,1,0,0,0,1
0.7,2007,0,0,17.95,53,3,1,0,1,1,0,0,0
0.69,2007,1,0,19.95,75,1,2,0,0,0,0,0,0
0.68,2007,1,0,9.95,81,2,2,1,1,0,0,0,1
0.68,2007,0,0,14.95,63,3,1,0,0,1,0,0,0
0.67,2007,1,0,17.95,69,3,1,0,1,1,0,0,1
0.66,2007,1,0,16.95,66,3,1,0,0,1,0,0,1
0.65,2007,0,0,16.95,86,2,4,1,1,0,0,0,1
0.64,2007,1,0,14.95,74,1,6,1,0,0,0,0,1
0.64,2007,1,0,9.95,75,3,1,0,1,1,0,0,1
0.6,2007,1,0,9.95,73,1,4,1,1,0,0,0,1
0.6,2007,0,0,17.95,69,3,1,0,1,1,0,0,1
0.58,2007,1,0,19.95,80,2,1,1,0,0,0,0,0
0.57,2007,0,0,24.95,79,1,1,0,0,0,0,0,0
0.57,2007,0,1,19.95,88,1,1,0,1,0,0,0,0
0.57,2007,0,0,16.95,63,1,1,0,0,0,0,0,1
0.55,2007,0,0,17.95,71,2,2,0,1,0,0,0,1
0.53,2007,0,0,17.95,67,3,1,0,0,1,0,0,0
0.52,2007,1,0,24.95,78,3,1,1,0,1,0,0,0
0.51,2007,1,0,14.95,80,2,4,1,1,0,0,0,1
0.51,2007,1,0,16.95,72,2,2,1,1,0,0,0,1
0.51,2007,1,0,24.95,64,3,1,1,0,1,0,0,0
0.51,2007,0,0,14.95,52,2,1,0,1,0,0,0,1
0.5,2007,1,0,9.95,81,1,7,1,1,0,0,0,1
0.5,2007,1,0,17.95,69,3,1,1,0,1,0,0,1
0.5,2007,0,0,17.95,65,1,1,0,0,0,0,0,0
0.5,2007,1,0,11.95,63,2,1,0,1,0,0,0,1
0.49,2007,1,0,16.95,86,1,2,1,1,0,0,0,1
0.49,2007,1,0,16.95,61,1,2,0,1,0,0,0,1
0.49,2007,1,0,9.95,73,2,1,0,0,0,0,0,1
0.48,2007,1,0,19.95,65,2,4,1,1,0,0,0,0
0.48,2007,1,0,17.95,70,2,2,1,1,0,0,0,1
0.48,2007,1,1,17.95,85,3,1,0,0,1,0,0,0
0.48,2007,1,0,19.95,74,1,1,0,0,0,0,1,0
0.47,2007,1,0,7.95,80,2,4,1,0,0,0,0,1
0.47,2007,0,0,17.95,64,1,2,0,1,0,0,0,1
0.47,2007,0,0,16.95,52,1,1,0,0,0,0,0,0
0.46,2007,1,0,16.95,68,3,4,1,0,1,0,0,1
0.46,2007,0,0,34.95,84,1,4,1,0,0,1,0,0
0.46,2007,1,0,17.95,71,1,4,0,1,0,0,0,1
0.46,2007,0,0,22.95,73,2,4,0,1,0,1,0,0
0.46,2007,0,0,17.95,73,3,1,0,0,1,0,0,0
0.46,2007,1,0,22.95,60,3,1,0,0,1,0,0,0
0.45,2007,0,0,17.95,57,1,2,0,0,0,0,0,1
0.45,2007,1,0,17.95,73,2,2,1,0,0,0,0,1
0.45,2007,1,0,17.95,73,1,1,0,0,0,0,0,1
0.45,2007,1,0,14.95,53,1,1,0,1,0,0,0,1
0.45,2007,0,0,19.95,78,2,1,0,0,0,0,0,0
0.44,2007,0,0,17.95,58,3,1,0,1,1,0,0,1
0.44,2007,1,0,16.95,79,3,1,0,1,1,0,0,1
0.44,2007,1,1,17.95,88,3,1,1,0,1,0,0,0
0.44,2007,0,0,24.95,72,1,1,1,0,0,0,0,0
0.43,2007,1,0,14.95,82,1,6,0,1,0,0,0,0
0.43,2007,0,0,19.95,62,1,1,0,1,0,0,0,1
0.43,2007,1,0,22.95,65,1,1,0,0,0,0,0,1
0.43,2007,0,0,14.95,50,2,1,1,0,0,0,0,0
0.42,2007,1,0,17.95,69,1,2,0,0,0,0,0,1
0.41,2007,1,0,14.95,46,2,2,0,1,0,0,0,1
0.41,2007,1,0,27.95,60,3,1,0,0,1,0,0,0
0.41,2007,1,0,17.95,58,3,1,0,0,1,0,0,0
0.41,2007,1,0,14.95,60,3,1,0,0,1,0,0,0
0.4,2007,1,0,24.95,63,1,2,0,1,0,0,0,1
0.4,2007,1,0,16.95,43,1,2,0,1,0,0,0,1
0.4,2007,1,0,24.95,69,1,1,0,1,0,0,0,1
0.4,2007,0,0,14.95,60,1,1,0,1,0,0,0,0
0.39,2007,1,0,12.95,59,1,4,0,0,0,0,0,1
0.39,2007,0,0,17.95,71,1,2,1,1,0,0,0,1
0.39,2007,0,0,17.95,83,2,1,1,1,0,0,0,1
0.38,2007,0,0,14.95,65,2,2,1,0,0,0,0,1
0.38,2007,0,0,8.95,72,3,1,0,0,1,0,0,0
0.38,2007,1,0,12.95,72,3,1,1,0,1,0,0,0
0.38,2007,0,1,12.95,66,2,1,1,1,0,0,0,0
0.37,2007,1,0,17.95,81,1,7,1,1,0,0,0,1
0.37,2007,1,0,16.95,70,1,4,0,0,0,0,0,1
0.37,2007,1,0,12.95,73,1,2,1,1,0,0,0,1
0.37,2007,0,0,15.95,71,3,1,0,0,1,0,0,0
0.37,2007,0,0,17.95,88,3,1,0,0,1,0,0,0
0.36,2007,0,0,17.95,66,1,4,0,1,0,0,0,1
0.36,2007,1,0,9.95,77,1,2,1,1,0,0,0,1
0.36,2007,1,0,17.95,80,3,1,0,0,1,0,0,0
0.36,2007,0,0,12.95,51,2,1,0,1,0,0,0,1
0.36,2007,0,0,14.95,82,2,1,1,1,0,0,0,1
0.35,2007,1,0,17.95,84,1,4,1,1,0,0,0,1
0.35,2007,0,1,17.95,67,3,1,0,0,1,0,0,0
0.35,2007,0,0,19.95,53,1,1,1,0,0,0,0,0
0.35,2007,0,0,17.95,53,1,1,0,1,0,0,0,1
0.35,2007,1,0,24.95,82,2,1,1,0,0,0,0,0
0.35,2007,0,0,17.95,76,2,1,1,0,0,0,0,0
0.34,2007,1,0,16.95,65,1,4,0,1,0,0,0,1
0.34,2007,0,0,17.95,64,3,1,0,0,1,0,0,1
0.34,2007,1,0,19.95,73,1,1,1,0,0,0,0,1
0.33,2007,1,0,12.95,82,2,4,1,1,0,0,0,1
0.33,2007,1,0,17.95,67,1,2,1,1,0,0,0,1
0.33,2007,1,0,24.95,60,1,2,0,0,0,0,0,0
0.33,2007,1,0,17.95,72,1,2,1,0,0,0,0,1
0.33,2007,1,0,19.95,81,3,1,0,0,1,0,0,0
0.33,2007,1,0,14.95,72,3,1,0,0,1,0,0,0
0.33,2007,1,0,16.95,86,1,1,1,0,0,0,0,1
0.32,2007,0,0,14.95,62,1,2,0,1,0,0,0,1
0.32,2007,1,0,17.95,69,2,2,1,1,0,0,0,1
0.32,2007,0,0,17.95,54,1,1,0,1,0,0,0,1
0.32,2007,0,0,12.95,70,2,1,1,0,0,0,0,1
0.31,2007,1,0,17.95,74,1,4,0,0,0,0,0,0
0.31,2007,1,0,17.95,83,3,1,0,1,1,0,0,0
0.31,2007,0,0,11.95,60,3,1,0,0,1,0,0,1
0.31,2007,1,1,17.95,63,3,1,0,0,1,0,0,0
0.3,2007,0,0,17.95,85,1,4,1,1,0,0,0,1
0.3,2007,0,0,12.95,75,1,2,1,0,0,0,0,0
0.3,2007,1,0,9.95,77,1,2,1,1,0,0,0,1
0.3,2007,1,0,14.95,85,1,2,0,0,0,0,0,1
0.3,2007,1,0,14.95,69,1,2,1,0,0,0,0,0
0.3,2007,0,0,17.95,82,3,1,0,0,1,0,0,1
0.3,2007,1,0,14.95,73,3,1,0,1,1,0,0,1
0.29,2007,0,0,19.95,64,1,2,1,0,0,0,0,1
0.29,2007,1,0,17.95,65,2,2,0,0,0,0,0,1
0.29,2007,1,0,17.95,51,3,1,0,1,1,0,0,1
0.29,2007,0,1,14.95,69,3,1,0,0,1,0,0,0
0.29,2007,1,0,14.95,60,3,1,0,0,1,0,0,0
0.29,2007,0,0,17.95,49,1,1,0,1,0,0,0,0
0.29,2007,0,0,17.95,83,1,1,0,0,0,0,0,0
0.29,2007,1,0,17.95,62,2,1,1,0,0,0,0,1
0.28,2007,1,0,14.95,56,2,2,0,1,0,0,0,1
0.28,2007,1,0,16.95,70,3,1,0,1,1,0,0,1
0.28,2007,0,0,14.95,56,3,1,0,1,1,0,0,1
0.28,2007,1,0,9.95,82,3,1,0,1,1,0,0,1
0.28,2007,0,0,19.95,58,2,1,0,1,0,0,0,1
0.27,2007,1,0,17.95,60,2,2,0,1,0,0,0,1
0.27,2007,1,0,17.95,83,3,1,0,0,1,0,0,0
0.27,2007,1,0,17.95,81,3,1,0,0,1,0,0,0
0.27,2007,1,0,14.95,66,3,1,0,1,1,0,0,1
0.27,2007,1,0,16.95,65,3,1,1,1,1,0,0,0
0.27,2007,0,0,16.95,65,3,1,0,0,1,0,0,0
0.27,2007,1,0,17.95,60,1,1,0,1,0,0,0,1
0.27,2007,0,0,9.95,41,2,1,0,1,0,0,0,1
0.26,2007,1,0,14.95,75,2,4,1,0,0,0,0,1
0.26,2007,0,0,12.95,27,1,2,0,0,0,0,0,1
0.26,2007,1,0,16.95,57,1,2,0,1,0,0,0,1
0.26,2007,0,0,24.95,77,3,1,0,0,1,0,0,0
0.26,2007,1,1,24.95,80,3,1,0,0,1,0,0,0
0.26,2007,0,0,14.95,55,3,1,0,1,1,0,0,0
0.26,2007,1,0,34.95,78,1,1,0,0,0,0,0,0
0.26,2007,0,0,14.95,35,1,1,0,1,0,0,0,1
0.26,2007,1,0,19.95,62,1,1,0,0,0,0,0,1
0.25,2007,1,0,12.95,59,2,1,1,1,0,0,0,1
0.24,2007,1,0,19.95,80,1,4,0,1,0,0,0,1
0.24,2007,1,0,7.95,75,2,4,1,1,0,0,0,1
0.24,2007,1,0,7.95,74,1,2,1,1,0,0,0,1
0.24,2007,0,0,17.95,43,3,1,0,1,1,0,0,0
0.24,2007,0,0,17.95,52,3,1,1,1,1,0,0,1
0.23,2007,0,0,16.95,49,3,4,0,1,1,0,0,1
0.23,2007,1,0,16.95,57,1,2,0,1,0,0,0,1
0.23,2007,1,0,14.95,68,2,2,1,0,0,0,0,1
0.23,2007,1,0,13.95,72,3,1,0,1,1,0,0,1
0.23,2007,0,0,16.95,59,3,1,0,1,1,0,0,1
0.23,2007,1,0,16.95,85,3,1,1,0,1,0,0,0
0.22,2007,1,0,12.95,79,1,4,0,1,0,0,0,1
0.22,2007,0,0,16.95,56,2,4,0,1,0,0,0,1
0.22,2007,0,0,17.95,77,1,2,0,0,0,0,0,0
0.22,2007,0,0,14.95,78,3,1,0,0,1,0,0,0
0.22,2007,1,0,17.95,78,3,1,0,0,1,0,0,0
0.22,2007,1,0,14.95,79,3,1,1,1,1,0,0,1
0.22,2007,1,0,17.95,78,3,1,0,0,1,0,0,1
0.22,2007,1,0,16.95,68,2,1,0,1,0,0,0,1
0.22,2007,1,0,9.95,85,2,1,0,0,0,0,0,1
0.21,2007,1,0,16.95,80,3,2,1,0,1,0,0,0
0.21,2007,1,0,13.95,39,3,1,0,1,1,0,0,0
0.21,2007,0,0,19.95,87,3,1,0,0,1,0,0,0
0.21,2007,1,0,14.95,75,1,1,1,0,0,0,0,0
0.21,2007,0,0,17.95,73,2,1,1,0,0,0,0,0
